Power                   Time
626.8456965308387	0.256
626.8456965308387	0.268
626.8456965308387	0.28
626.8456965308387	0.292
626.8456965308387	0.304
626.8456965308387	0.316
626.8456965308387	0.328
626.8456965308387	0.34
626.8456965308387	0.352
626.8456965308387	0.364
626.8456965308387	0.376
626.8456965308387	0.388
626.8456965308387	0.4
626.8456965308387	0.412
626.8456965308387	0.424
626.8456965308387	0.436
626.8456965308387	0.448
626.8456965308387	0.46
626.8456965308387	0.472
626.8456965308387	0.484
626.8456965308387	0.496
626.8456965308387	0.508
626.8456965308387	0.52
626.8456965308387	0.532
626.8456965308387	0.544
626.8456965308387	0.556
626.8456965308387	0.568
626.8456965308387	0.58
626.8456965308387	0.592
626.8456965308387	0.604
626.8456965308387	0.616
626.8456965308387	0.628
626.8456965308387	0.64
626.8456965308387	0.652
626.8456965308387	0.664
626.8456965308387	0.676
626.8456965308387	0.688
626.8456965308387	0.7
626.8456965308387	0.712
626.8456965308387	0.724
626.8456965308387	0.736
626.8456965308387	0.748
626.8456965308387	0.76
626.8456965308387	0.772
626.8456965308387	0.784
626.8456965308387	0.796
626.8456965308387	0.808
626.8456965308387	0.82
626.8456965308387	0.832
626.8456965308387	0.844
626.8456965308387	0.856
626.8456965308387	0.868
626.8456965308387	0.88
626.8456965308387	0.892
626.8456965308387	0.904
626.8456965308387	0.916
626.8456965308387	0.928
626.8456965308387	0.94
626.8456965308387	0.952
626.8456965308387	0.964
626.8456965308387	0.976
626.8456965308387	0.988
626.8456965308387	1.0
626.8456965308387	1.012
626.8456965308387	1.024
626.8456965308387	1.036
626.8456965308387	1.048
626.8456965308387	1.06
626.8456965308387	1.072
626.8456965308387	1.084
626.8456965308387	1.096
626.8456965308387	1.108
626.8456965308387	1.12
626.8456965308387	1.132
626.8456965308387	1.144
626.8456965308387	1.156
626.8456965308387	1.168
626.8456965308387	1.18
626.8456965308387	1.192
626.8456965308387	1.204
626.8456965308387	1.216
626.8456965308387	1.228
626.8456965308387	1.24
626.8456965308387	1.252
626.8456965308387	1.264
626.8456965308387	1.276
626.8456965308387	1.288
626.8456965308387	1.3
626.8456965308387	1.312
626.8456965308387	1.324
626.8456965308387	1.336
626.8456965308387	1.348
626.8456965308387	1.36
626.8456965308387	1.372
626.8456965308387	1.384
626.8456965308387	1.396
626.8456965308387	1.408
626.8456965308387	1.42
626.8456965308387	1.432
626.8456965308387	1.444
626.8456965308387	1.456
626.8456965308387	1.468
626.8456965308387	1.48
626.8456965308387	1.492
626.8456965308387	1.504
626.8456965308387	1.516
626.8456965308387	1.528
626.8456965308387	1.54
626.8456965308387	1.552
626.8456965308387	1.564
626.8456965308387	1.576
626.8456965308387	1.588
626.8456965308387	1.6
626.8456965308387	1.612
626.8456965308387	1.624
626.8456965308387	1.636
626.8456965308387	1.648
626.8456965308387	1.66
626.8456965308387	1.672
626.8456965308387	1.684
626.8456965308387	1.696
626.8456965308387	1.708
626.8456965308387	1.72
626.8456965308387	1.732
626.8456965308387	1.744
626.8456965308387	1.756
626.8456965308387	1.768
626.8456965308387	1.78
626.8456965308387	1.792
626.8456965308387	1.804
626.8456965308387	1.816
626.8456965308387	1.828
626.8456965308387	1.84
626.8456965308387	1.852
626.8456965308387	1.864
626.8456965308387	1.876
626.8456965308387	1.888
626.8456965308387	1.9
626.8456965308387	1.912
626.8456965308387	1.924
626.8456965308387	1.936
626.8456965308387	1.948
626.8456965308387	1.96
626.8456965308387	1.972
626.8456965308387	1.984
626.8456965308387	1.996
626.8456965308387	2.008
626.8456965308387	2.02
626.8456965308387	2.032
626.8456965308387	2.044
626.8456965308387	2.056
624.1618815837865	2.068
621.305965548046	2.08
618.2669048703356	2.092
615.0360282876784	2.104
611.6073946158053	2.116
607.9779187586595	2.128
604.1474265139043	2.14
600.118790218747	2.152
595.8979981098548	2.164
591.4939863867787	2.176
586.9182381279128	2.188
582.1842796455308	2.2
577.3071865719487	2.212
572.3030400251283	2.224
567.1883685631269	2.236
561.9797086556135	2.248
556.6932588436671	2.26
551.344607274409	2.272
545.9484060166733	2.284
540.5178303885333	2.296
535.0638849207212	2.308
529.5948119083998	2.32
524.1159523990619	2.332
518.6300076889806	2.344
513.1375080625332	2.356
507.6375247705578	2.368
502.1285669542741	2.38
496.60944235393663	2.392
491.079890937579	2.404
485.5409543333468	2.416
479.9951814492233	2.428
474.4467408798507	2.44
468.9014238326326	2.452
463.36653967525035	2.464
457.85074996311647	2.476
452.363837351881	2.488
446.91639326046726	2.5
441.5194338482119	2.512
436.1840450869279	2.524
430.92114221774324	2.536
425.7413728835019	2.548
420.6550521961557	2.56
415.67203528719295	2.572
410.80157168334114	2.584
406.05216210528	2.596
401.43140898944046	2.608
396.9458557035839	2.62
392.6008796543152	2.632
388.4006498044731	2.644
384.3481616926901	2.656
380.4454125476064	2.668
376.69366522340266	2.68
373.0936982639499	2.692
369.6459892313175	2.704
366.3508153000373	2.716
363.20823112322546	2.728
360.2178967209963	2.74
357.37884714194377	2.752
354.6893298865222	2.764
352.14673525813305	2.776
349.7475454168946	2.788
347.4872756175574	2.8
345.360449268829	2.812
343.36063198158854	2.824
341.48052986076175	2.836
339.7121221782541	2.848
338.0468047647641	2.86
336.47554095432247	2.872
334.98903352988043	2.884
333.57792086958074	2.896
332.2329728604051	2.908
330.9452841434315	2.92
329.70648878557927	2.932
328.5090763833886	2.944
327.34679039489424	2.956
326.21500375304004	2.968
325.11100557463106	2.98
324.0341661067298	2.992
322.9860071546207	3.004
321.9701602526378	3.016
320.99204326636146	3.028
320.0583361006433	3.04
319.176518621141	3.052
318.35436561932545	3.064
317.599395965452	3.076
316.9185418413071	3.088
316.3181253958906	3.1
315.80397568451383	3.112
315.3815941351025	3.124
315.0564103954843	3.136
314.8340177828093	3.148
314.720289452577	3.16
314.7214018673913	3.172
